2023_10_25__18_12_26: Server: file 'D:/Banfi/Github/fluently/Code/TCPServer/logs/TCPServer_2023_10_25__18_12_26.txt' created successfully. 
2023_10_25__18_12_26: 197 Server: listening on port 22
2023_10_25__18_12_29: 212 Server: start receive data, blocking
2023_10_25__18_12_39: 222 Server: received whisper message: [whisper]:  You just flew this way?
2023_10_25__18_14_24: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_25: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_26: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_27: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_28: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_29: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_30: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_31: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_32: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_33: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_34: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_35: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_36: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_37: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_38: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_39: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_40: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_41: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_42: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_43: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_44: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_45: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_46: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_47: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_48: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_49: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_50: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_51: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_52: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_54: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_55: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_56: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_57: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_58: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_14_59: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_00: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_01: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_02: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_03: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_04: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_05: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_06: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_07: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_08: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_09: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_10: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_11: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_12: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_13: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_14: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_15: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_16: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_17: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_18: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_19: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_20: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_21: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_22: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_23: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_24: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_25: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_26: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_27: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_28: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_29: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_30: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_31: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_32: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_33: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_34: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_35: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_36: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_37: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_38: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_39: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_40: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_41: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_42: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_43: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_44: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_45: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_46: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_47: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_48: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_49: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_50: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_51: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_52: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_53: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_54: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_55: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_56: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_57: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_58: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_15_59: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_00: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_01: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_02: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_03: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_04: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_05: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_06: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_07: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_08: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_09: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_10: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_11: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_12: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_13: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_14: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_15: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_16: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_17: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_18: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_19: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_20: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_21: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_22: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_23: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_24: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_25: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_26: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__18_16_27: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
