2023_10_25__17_47_02: Server: file 'D:/Banfi/Github/fluently/Code/TCPServer/logs/TCPServer_2023_10_25__17_47_02.txt' created successfully. 
2023_10_25__17_47_02: 197 Server: listening on port 22
2023_10_25__17_47_04: 212 Server: start receive data, blocking
2023_10_25__17_47_15: 222 Server: received whisper message: [whisper]:  I know.
2023_10_25__17_48_51: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_48_52: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_48_53: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_48_54: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_48_55: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_48_56: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_48_57: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_48_58: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_48_59: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_00: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_01: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_02: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_03: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_04: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_05: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_06: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_07: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_08: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_09: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_10: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_11: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_12: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_13: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_14: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_15: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_16: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_17: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_18: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_19: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_20: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_21: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_22: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_23: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_24: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_25: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_26: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_27: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_28: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_29: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_30: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_31: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_32: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_33: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_34: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_35: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_36: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_37: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_38: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_39: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_40: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_41: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_42: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_43: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_44: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_45: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_46: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_47: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_48: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_49: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_50: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_51: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_52: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_53: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_54: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_55: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_56: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_57: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_58: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_49_59: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_00: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_01: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_02: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_03: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_04: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_05: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_06: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_07: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_08: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_09: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_10: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_11: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_12: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_13: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_14: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_15: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_16: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_17: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_18: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_19: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_21: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_22: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_23: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_24: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_25: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_26: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_27: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_28: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_29: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_30: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_31: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_32: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_33: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_34: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_35: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_36: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_37: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_38: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_39: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_40: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_41: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_42: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_43: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_44: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_45: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_46: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_47: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_48: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_49: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_50: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_51: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_52: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_53: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_54: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_55: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_56: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_57: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_58: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_50_59: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_51_00: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_51_01: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_51_02: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_51_03: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_51_04: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_51_05: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_51_06: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
2023_10_25__17_51_07: 16 Server: waiting for Sikulix to execute last command: [whisper]  scanner start
